cadde,konum,enlem,boylam,olay,eslesme_uzakligi_km
Şehit Süleyman Ergin Caddesi,Şehit Süleyman Ergin Caddesi,38.35124,27.12796,1,0.01
Mürselpaşa Bulvarı,Liman Yol Ayrımı,38.42474,27.14908,1,1.58
Mithatpaşa Caddesi,Karataş Kavşağı Öncesi,38.4099,27.12051,1,0
Fevzipaşa Bulvarı,Basmane PTT Merkez Müdürlüğü Öncesi,38.42256,27.14308,1,0.06
Mehmet Akif Caddesi,Beyazıt Aykut Parkı,38.39295,27.14861,1,0.02
Şair Eşref Bulvarı,Tekel Kavşağı,38.4358,27.14645,1,0.01
Şehitler Caddesi,Tepecik Köprü Altı,38.4357,27.1644,1,1.61
Ankara Caddesi,Zafer Payzın,38.44619,27.17581,1,0.17
Mimar Sinan Caddesi,TRT Bölge Müdürlüğü Hizası,38.43119,27.14969,1,0.1
Kemalpaşa Caddesi,Şehitler Orta Okulu Hizası,38.42626,27.19548,1,0
Fevzipaşa Bulvarı,Çankaya Metro Öncesi,38.42249,27.136,1,0
Mustafa Kemal Sahil Bulvarı,Fahrettin Altay Dönüşü,38.40002,27.06554,1,0.4
Anadolu Caddesi,Shell Benzinlik Hizası,38.51343,27.04408,1,0.03
Anadolu Caddesi,Maltepe Kavşağı Sonrası,38.48957,27.06954,1,0.29
Eşrefpaşa Caddesi,İkiçeşmelik Özel Eğitim Merkezi Hizası,38.41432,27.1342,1,0
Mithatpaşa Caddesi,Fahrettin Altay Meydan Öncesi,38.39696,27.06989,1,0
Şehitler Caddesi,Halkapınar Metro Önü,38.43359,27.16912,1,0.01
Yeni Girne Bulvarı,Yeni Girne Viyadük Öncesi,38.47697,27.11564,1,0.01
Altınyol Caddesi,Liman Katılımı,38.44261,27.17074,1,1.4
Girne Bulvarı,Yeni Girne Viyadük Öncesi,38.47033,27.11194,1,0.66
Halil Rıfat Paşa Caddesi,Konak Viyadük Katılımı,38.41537,27.12828,1,0.18
Hasan Ali Yücel Bulvarı,Bostanlı Feribot Kavşağı,38.45493,27.09709,1,0.26
Eşrefpaşa Caddesi,İkiçeşmelik,38.41432,27.1342,1,0
Ozan Abay Caddesi,Smyrna Kavşağı Öncesi,38.45977,27.16734,1,0.48
İnönü Caddesi,Hatay Metro Durağı Öncesi,38.40153,27.10282,1,0
Yalı Bulvarı,Alaybey Kavşağı,38.46022,27.12694,1,0.03
Şehitler Caddesi,Şehitler Benzinlil Öncesi,38.43295,27.18056,1,1.42
Gaziler Caddesi,Basmane Kavşağı Öncesi,38.42213,27.14349,1,0
Manas Bulvarı,Smyrna Kavşağı Öncesi,38.4611,27.17252,1,0.01
Doğuş Caddesi,Tınaztepe Kavşağı Öncesi,38.37532,27.19201,1,0.17
Talatpaşa Bulvarı,Tekel Meydanı,38.43622,27.14625,1,0.04
Kemalpaşa Caddesi,Işıkkent Mezarlık Öncesi,38.43118,27.22551,1,0.14
Anadolu Caddesi,Naldöken Yaya Geçidi Sonrası,38.46651,27.12936,1,0.01
Haydar Aliyev Bulvarı,Üçkuyular Feribor İskelesi Girişi,38.4035,27.07164,1,0.04
Şehitler Caddesi,Alsancak Gar Sonrası,38.43818,27.14953,1,0.03
Birleşmiş Milletler Caddesi,Fatih Camii Hizası,38.41148,27.12787,1,0
Akçay Caddesi,Sarnıç Köprü İnişi,38.31171,27.143,1,0.15
Caher Dudayev Bulvarı,Mustafa Kemal Atatürk Spor Salonu,38.47516,27.07481,1,0.01
Anadolu Caddesi,Evka 5 Kavşağı Sonrası,38.50838,27.04728,1,0.46
Üniversite Caddesi,Ege Üniversitesi Hastanesi Kavşak İçi,38.45775,27.20988,1,0.01
Şehitler Caddesi,Halkapınar Aktarma Sonrası,38.43406,27.16854,1,0.08
Anadolu Caddesi,Tersane Ayrımı,38.46606,27.1301,1,0.41
Anadolu Caddesi,Çiğli Çevreyolu Viyadük Altı,38.4944,27.06168,1,0
Mehmetçik Bulvarı,Fahrettin Altay Meydanı,38.39692,27.06997,1,0.01
Yeşillik Caddesi,Aktepe Üst Geçit Altı,38.36156,27.13729,1,1.01
Yeşillik Caddesi,Gediz Kavşağı Sonrası,38.36185,27.13735,1,0.61
Halil Rıfat Paşa Caddesi,Konak Yaya Üst Geçit Hizası,38.41537,27.12828,1,0.18
Cemal Gürsel Caddesi,Alaybey Tramvay Durağı Sonrası,38.45567,27.12095,1,0.42
Girne Bulvarı,Yeni Girne Kavşağı,38.47033,27.11194,1,0.66
Yüzbaşı İbrahim Hakkı Caddesi,Smyrna Kavşağı Sonrası,38.46198,27.17164,1,0.12
Akçay Caddesi,Aktepe Üst Geçit Öncesi,38.35286,27.13357,1,0.02
Mürselpaşa Bulvarı,Yeşildere Caddesi Katılımı,38.4246,27.14886,1,1.51
Mithatpaşa Caddesi,Güzelbahçe Katık Hizası,38.37567,26.87552,1,0.02
Halide Edip Adıvar Caddesi,Şelale Parkı Hizası,38.39618,27.13289,1,0.11
Akçay Caddesi,Sarnıç Kavşk İçi,38.31171,27.143,1,0.15
Menderes Caddesi,İşçievleri Kavşağı Sonrası,38.39152,27.15532,1,0.32
Şehitler Caddesi,Benzinlik Hizası,38.43317,27.17978,1,1.78
İnönü Caddesi,Yeşilyurt Kavşak İçi,38.40253,27.11476,1,0.06
Üniversite Caddesi,Ege Üniversitesi Hastanesi Yol Ayrımı,38.45775,27.20988,1,0.01
Anadolu Caddesi,Bayraklı Yan Yol,38.46504,27.16332,1,0.01
Anadolu Caddesi,Çiğli Kavşağı,38.4944,27.06168,1,0
Caher Dudayev Bulvarı,Karya Evleri Kavşağı,38.47842,27.06552,1,0.01
Yeşillik Caddesi,Konak Belediyesi Öncesi,38.40093,27.13048,1,0.09
Haydar Aliyev Bulvarı,Balçova Emniyet Müdürlüğü Hizası,38.40529,27.05679,1,1.04
Menderes Caddesi,Buca Heykel Meydanı,38.389,27.17029,1,0.63
Gürçeşme Caddesi,Yeşildere Yol Ayrımı,38.40873,27.15777,1,0.51
Anadolu Caddesi,Evka 5 Kavşağı Öncesi,38.50838,27.04728,1,0.46
Gürçeşme Caddesi,Gürçeşme Yeni Cami Hizası,38.41316,27.1613,1,0
Cumhuriyet Bulvarı,Dokuz Eylül Üniversitesi Rektörlük Önü,38.43073,27.13629,1,0.06
Eşrefpaşa Caddesi,Yağhaneler Kavşağı,38.40203,27.12938,1,0.43
Mithatpaşa Caddesi,Fahrettin Altay Köprü Altı,38.39696,27.06989,1,0
Gaziler Caddesi,İtfaiye Kavşağı,38.61157,27.35844,1,0.06
Mehmet Akif Caddesi,Şirinyer İzban Sonrası,38.39312,27.1473,1,0.01
Talatpaşa Bulvarı,Gazi Ortaokulu Hizası,38.43402,27.14114,1,0.04
Yeşildere Caddesi,Basmane Bağlantı Noktası,38.42444,27.15196,1,0.64
Mustafa Kemal Sahil Bulvarı,Göztepe KAvşağı,38.4003,27.09155,1,0.01
Yeşillik Caddesi,Konak Tüneli İşletme Şefliği Hizası,38.40213,27.1294,1,1.62
Girne Caddesi,Soğukkuyu Kavşağı Öncesi,38.47033,27.11194,1,0.74
Yalı Bulvarı,Karşıyaka Vapur İskelesi Sonrası,38.45531,27.11968,1,0.01
İnönü Caddesi,Göztepe Kavşağı,38.39605,27.09427,1,0.01
Manas Bulvarı,Manavkuyu Kavşağı Sonrası,38.45714,27.17579,1,1.43
Ata Caddesi,Balçova Belediyesi Hizası,38.38512,27.05846,1,0.03
Uğur Mumcu Caddesi,Buca Heykel Öncesi,38.38329,27.1687,1,0.02
Girne Caddesi,Girne Pazaryeri Hizası,38.47033,27.11194,1,0.98
Cumhuriyet Bulvarı,Dokuz Eylül Rektörlük Sonrası,38.43056,27.13594,1,0
Yeni Girne Bulvarı,Yeni Girne Kavşağı,38.47697,27.11564,1,0.01
Mithatpaşa Caddesi,Narlıdere İstihkam Viyadüğü,38.39548,27.00123,1,0.01
Anadolu Caddesi,Harmandalı Alt Geçit Öncesi,38.51897,27.03993,1,1.85
Girne Caddesi,Yeni Girne Kavşağı,38.47033,27.11194,1,0.66
Pınar Caddesi,BMC Kavşağı Sonrası,38.43712,27.25672,1,0.14
Yalı Bulvarı,Karşıyaka İskele Sonrası,38.45593,27.12214,1,0.01
Anadolu Caddesi,Evka 5 Öncesi,38.50838,27.04728,1,0.46
Mithatpaşa Caddesi,Narlıdere İtfaiye Hizası,38.39389,27.01498,1,0
İnönü Caddesi,Fahrettin Altay Meydanı Sonrası,38.39695,27.07004,1,0.01
Şehitler Caddesi,Alsancak Stadı Sonrası,38.43818,27.14953,1,0.03
Manas Bulvarı,Smyrna Meydanı Sonrası,38.4611,27.17252,1,0.01
Eşrefpaşa Caddesi,Selahattin Akçiçek Kültür Merkezi Hizası,38.41074,27.12871,1,0.07
Mithatpaşa Caddesi,Fahrettin Altay Meydanı Sonrası,38.39696,27.06989,1,0
Anadolu Caddesi,Çiğli İtfaiye Sonrası,38.4944,27.06168,1,0
Mustafa Kemal Sahil Bulvarı,Konak Tünelleri,38.41887,27.12775,1,0.05
İzmir Çeşme Otoyolu,Narlıdere İstihkam Viyadüğü Sonrası,38.39772,27.00111,1,0.25
Şehitler Caddesi,Benzinlik Kavşağı,38.43317,27.17978,1,1.78
Mustafa Kemal Sahil Bulvarı,Fevzi Paşa Bulvarı,38.4175,27.12673,1,0.34
Mustafa Kemal Sahil Bulvarı,Göztepe Tramvay Durağı,38.4003,27.09155,1,0.01
Cemal Gürsel Caddesi,Yunuslar Kavşağı,38.45093,27.106,1,0.01
Anadolu Caddesi,Soğukkuyu Cami Hizası,38.4684,27.12174,1,0.6
Cengizhan Caddesi,Ege Üniversitesi Konukevi Hizası,38.46409,27.22696,1,0.51
Şair Eşref Bulvarı,Tekel Meydanı Öncesi,38.4358,27.14645,1,0.01
Akçay Caddesi,Gaziemir Üst Geçit Altı,38.32582,27.13665,1,0.29
Girne Bulvarı,Yeni Girne Köprü Üstü,38.47033,27.11194,1,0.66
İnönü Caddesi,Hıfzıssıhha Kavşağı Sonrası,38.3932,27.08805,1,0.01
Akçay Caddesi,Sarnıç Köprü Girişi,38.31171,27.143,1,0.15
Menderes Caddesi,Şirinyer Tapu Hizası,38.3935,27.14879,1,0.13
Anadolu Caddesi,Salhane İzban Durağı Hizası,38.4505,27.17189,1,0.03
Eşrefpaşa Caddesi,Eşrefpaşa Camii Öncesi,38.4089,27.12877,1,0
Gaziler Caddesi,Aziziye Parkı,38.42204,27.15228,1,0.13
Anadolu Caddesi,Çiğli Alt Geçit Girişi,38.4944,27.06168,1,0
Mürselpaşa Bulvarı,Basmane yol Ayrımı Sonrası,38.42397,27.14471,1,0.12
Önder Caddesi,Migros Kavşağı,38.32614,27.13927,1,1.2
Haydar Aliyev Bulvarı,Balçova Emniyet Müdürlüğü,38.40529,27.05679,1,1.04
Caher Dudayev Bulvarı,Mavişehir Kavşağı,38.47533,27.06773,1,0.01
İnönü Caddesi,Fahrettin Altay Kavşağı Sonrası,38.39695,27.07004,1,0.01
Mürselpaşa Bulvarı,Halkapınar Köprü Üstü,38.42474,27.14908,1,1.52
Mithatpaşa Caddesi,Ege Park Kavşağı Öncesi,38.39426,27.05471,1,0.9
Anadolu Caddesi,Turan İzban Durağı Hizası,38.46735,27.14962,1,0.01
Hasan Ali Yücel Bulvarı,Mavişehir Girişi,38.46568,27.08208,1,0.3
Gaziler Caddesi,Basmane Kavşağı,38.42213,27.14349,1,0
Homeros Bulvarı,Konak Tüneli Öncesi,38.4025,27.14404,1,2.12
Atatürk Caddesi,Gar Kavşağı,38.29776,27.17618,1,0.3
Yeşildere Caddesi,Gaziler Caddesi Bağlantısı,38.41063,27.15508,1,2.94
Mürselpaşa Bulvarı,Basmane Meydanı Öncesi,38.42397,27.14471,1,0.12
Gazi Osman Paşa Bulvarı,Çankaya Kavşağı Öncesi,38.42346,27.13757,1,0.01
Ankara Caddesi,Ege Üniversitesi Kavşağı Öncesi,38.46138,27.22944,1,0.19
Yeşillik Caddesi,Karabağlar Kavşağı Öncesi,38.38424,27.13463,1,0.15
Atatürk Caddesi,Alsancak Gar Kavşağı,38.43835,27.14758,1,0
İnönü Caddesi,Göztepe Stadı Hizası,38.39605,27.09427,1,0.01
Mürselpaşa Bulvarı,Basmane Yık Ayrımı,38.42397,27.14471,1,0.12
Akçay Caddesi,Aktepe Üst Geçit Altı,38.35286,27.13357,1,0.02
Gaziler Caddesi,Eşrefpaşa Hastanesi Kavşağı Sonrası,38.42339,27.16035,1,0.1
Gaziler Caddesi,Ege Doğum Evi Hizası,38.42266,27.15517,1,0.8
Yeşildere Caddesi,Basmane Kavşağı Sonrası,38.42444,27.15196,1,0.64
Mustafa Kemal Caddesi,Özkanlar Migros Kavşağı,38.46112,27.20301,1,0.15
Altınyol Caddesi,Liman Yol ayrımı Öncesi,38.44261,27.17074,1,1.4
Anadolu Caddesi,Karşıyaka Yol Ayrımı,38.4674,27.11658,1,1.06
Anadolu Caddesi,Harmandalı Alt Geçit İçi,38.51819,27.04077,1,0.97
Atatürk Caddesi,Alsancak Gar Kavşağı Sonrası,38.43835,27.14758,1,0
Yalı Bulvarı,Naldöken Köprü Sonrası,38.46432,27.12941,1,0.08
Yalı Bulvarı,Alaybey Tersane Kavşak İçi,38.46104,27.12764,1,0.01
Cumhuriyet Bulvarı,Konak Vapur İskelesi Hizası,38.42248,27.13116,1,0.15
Menderes Caddesi,Havalimanı Kavşak İçi,38.29329,27.13999,1,0.5
Eşrefpaşa Caddesi,Eşrefpaşa Polis Merkezi Hizası,38.4089,27.12877,1,0
Anadolu Caddesi,Çiğli Kaymakamlık Sonrası,38.4944,27.06168,1,0
Halil Rıfat Paşa Caddesi,Konak Yaya Üst Geçit Altı,38.41537,27.12828,1,0.18
Halide Edip Adıvar Caddesi,Konak Belediyesi Hizası,38.39972,27.12812,1,0.16
Kemalpaşa Caddesi,Otogar Köprü Altı,38.42833,27.21501,1,0
Mehmet Akif Caddesi,Kızılçullu Su Kemerleri Hizası,38.39433,27.13802,1,0.01
Atatürk Caddesi,Yeni Buca Mezarlığı Sonrası,38.42265,27.13047,1,0.94
Hasan Ali Yücel Bulvarı,Bostanlı Köprü Kavşak İçi,38.45493,27.09709,1,0.26
Mustafa Kemal Sahil Bulvarı,Hava Eğitim Komutanlığı Önü,38.40172,27.07431,1,0.19
Yeşillik Caddesi,Bozyaka Kavşağı Sonrası,38.38819,27.13461,1,1.26
Haydar Aliyev Bulvarı,Üçkuyular İskele Sonrası,38.40471,27.06908,1,0.02
Gaziler Caddesi,Gıda Çarşısı Kavşak İçi,38.42333,27.16328,1,0.29
Gaziler Caddesi,Ağır Bakım Hizası,38.42592,27.1759,1,0.01
Gazeteci Hasan Tahsin Caddesi,Eşrefpaşa Lisesi Sonrası,38.40336,27.11702,1,1.13
Gaziler Caddesi,Eşrefpaşa Hastanesi Hizası,38.42339,27.16035,1,0.1
Eşrefpaşa Caddesi,İkiçeşmelik Kavşağı Öncesi,38.41432,27.1342,1,0
Halit Rıfat Paşa Caddesi,Konak Tüneli Sonrası,38.41537,27.12828,1,0.18
Anadolu Caddesi,Çiğli Emine Sultan Cami Öncesi,38.4944,27.06168,1,0
Altınyol Caddesi,Turan Köprü,38.4471,27.17144,1,2.9
Atatürk Caddesi,Mimar Kemalettin Anadolu Lisesi Öncesi,38.30293,27.16352,1,0.4
Anadolu Caddesi,Hastane Kavşak İçi,38.43966,27.17231,1,1.46
Fatih Caddesi,3.Sanayi Sitesi,38.44622,27.18124,1,0.17
Anadolu Caddesi,Bayraklı Belediye Hizası,38.46504,27.16332,1,0.01
Kemalpaşa Caddesi,"BMC Kavşak İç,",38.4389,27.25522,1,0.25
Anadolu Caddesi,Çiğli Vergi Dairesi Öncesi,38.4944,27.06168,1,0
Mithatpaşa Caddesi,İstihkam Viyadüğü Altı,38.38614,26.94474,1,0.04
Sakarya Caddesi,Pehlivanoğlu Kavşak İçi,38.45575,27.18148,1,0.09
Homeros Bulvarı,Yeşildere Caddesi Bağlantı Öncesi,38.4025,27.14404,1,0.54
Anadolu Caddesi,Harmandalı Kavşağı Öncesi,38.51897,27.03993,1,1.85
Mehmet Akif Caddesi,Nato Kavşağı Sonrası,38.39343,27.14262,1,0.01
İsmail Sivri Bulvarı,Üçkuyular Meydanı,38.38189,27.17621,1,0.03
Şehitler Caddesi,Halkapınar Aktarma Kavşak İçi,38.43406,27.16854,1,0.08
Gaziler Caddesi,Gıda Çarşısı Hizası,38.42465,27.16868,1,0.42
Yalı Bulvarı,Muammer Aksoy Parkı Hizası,38.45731,27.12486,1,0
Ankara Caddesi,Ege Üniversitesi Hastanesi Yol ayrımı,38.45829,27.20983,1,0.07
Anadolu Caddesi,Naldöken Üst Geçit Hizası,38.46651,27.12936,1,0.01
Mithatpaşa Caddesi,Balçova Viyadük Altı,38.39513,27.05791,1,0.02
Ankara Caddesi,Özkanlar yol Ayrımı,38.45722,27.20501,1,0.32
Caher Dudayev Bulvarı,Karya Evleri Sonrası,38.47842,27.06552,1,0.01
Mithatpaşa Caddesi,Maltepe Kavşak İçi,38.38343,26.9198,1,0.01
Anadolu Caddesi,Yeni Girne Kavşak İçi,38.47043,27.11081,1,0.7
Girne Bulvarı,80. yıl Cumhuriyet Parkı Sonrası,38.46829,27.11029,1,0.06
Mustafa Kemal Sahil Bulvarı,Konak Subay Orduevi Hizası,38.41887,27.12775,1,0.05
Girne Bulvarı,Karşıyaka Atatürk Anıtı Hizası,38.45917,27.10756,1,0.66
Hasan Ali Yücel Bulvarı,Yunuslar Kavşağı Öncesi,38.45479,27.09743,1,0.63
Yüzbaşı İbrahim Hakkı Caddesi,57. Topçu Tugayı Kavşak İçi,38.46963,27.2281,1,0.68
Anadolu Caddesi,Naldöken Yaya Üst Geçit Altı,38.46651,27.12936,1,0.01
Aziz Nesin Bulvarı,Mavişehir İlkokul Hizası,38.47223,27.0741,1,0
Gazi Bulvarı,Halit Ziya Bulvarı Kesişimi,38.4244,27.13481,1,0.19
Haydar Aliyev Caddesi,Folkart Kavşak İçi,38.45476,27.17629,1,0.13
Yeşillik Caddesi,Ptt Hizası,38.40203,27.12938,1,1.67
Yeşillik Caddesi,Buca Köprüsü Sonrası,38.38302,27.13486,1,2.94
Yeşillik Caddesi,Bozyaka Dönüşü,38.38819,27.13461,1,1.26
Yeşildere Caddesi,Bozyaka Dönüşü,38.39198,27.13457,1,1.32
Mithatpaşa Caddesi,Ege Park Kavşak İçi,38.39426,27.05471,1,0.9
Doğuş Caddesi,Çevreyolu Girişi,38.35897,27.22408,1,1.08
Mithatpaşa Caddesi,Güzelyalı Parkı Sonrası,38.39813,27.08322,1,0.07
Aydın Hatboyu Caddesi,Namık Kemal Caddesi Kesişimi,38.40164,27.14504,1,1.83
Gaziler Caddesi,Basmane Gar Kavşak İçi,38.42226,27.14481,1,0
Konak Tüneli,Konak Tüneli Girişi,38.41576,27.12754,1,0.11
Mustafa Kemal Caddesi,Özkanlar Kavşak İçi,38.46112,27.20301,1,0.15
Yahya Kemal Beyatlı Caddesi,Begos Sanayi İçi,38.37849,27.18836,1,0.11
Akçay Caddesi,Aktepe Katılımı,38.35286,27.13357,1,0.02
Gaziler Caddesi,Eşrefpaşa Hastane Hizası,38.42214,27.14348,1,1.95
Mustafa Kemal Sahil Bulvarı,Karantina Alt Geçit İSonrası,38.40839,27.10796,1,0.14
Ankara Caddesi,Naldöken Kavşağı Öncesi,38.45276,27.26592,1,0.07
Altınyol Caddesi,Ankara Caddesi Yol Ayrımı,38.44261,27.17074,1,1.36
Mustafa Kemal Sahil Bulvarı,Karataş Kavşağı Sor,38.41046,27.11886,1,0.01
Kamil Tunca Caddesi,Kartal Durağı Sonrası,38.43231,27.19065,1,0
Halil Rıfat Paşa Caddesi,Bahribaba Otobüs Durağı Hizası,38.41537,27.12828,1,0.09
Çevreyolu,Yeşilova Viyadüğü,38.46551,27.20321,1,2.87
Girne Bulvarı,Yunuslar Hizası,38.45171,27.10401,1,0.04
Yüzbaşı İbrahim Hakkı Caddesi,Smyrna Meydanı,38.46198,27.17164,1,0.12
Altınyol Caddesi,Turan Çıkışı,38.4471,27.17144,1,2.9
Mürselpaşa Bulvarı,Marina Kavşak İçi,38.42392,27.1433,1,0.97
Yeşillik Caddesi,Buca Yol ayrımı,38.38302,27.13486,1,2.94
Eşrefpaşa Caddesi,Arap Camii Öncesi,38.40632,27.12845,1,0.01
Mithatpaşa Caddesi,Mithatpaşa Alt Geçit Çıkışı,38.40693,27.10631,1,0.01
Fevzi Paşa Bulvarı,Çankaya Kavşağı Öncesi,38.42249,27.136,1,0
Kemalpaşa Caddesi,Otogar Kavşağı Öncesi,38.42833,27.21501,1,0
Ankara Caddesi,Hilal Köprü Üstü,38.44619,27.17581,1,2.79
Gazi Bulvarı,Şair Eşref Bulvarı Kesişimi,38.42399,27.14245,1,0.61
Altınyol Caddesi,Bayraklı Alt Geçit Öncesi,38.4471,27.17144,1,1.95
Manas bulvarı,Smyrna Meydanı,38.4611,27.17252,1,0.01
İnönü Caddesi,Üçkuyular Meydanı,38.39575,27.07378,1,0.29
Ege Caddesi,Hava Teknik Okullar Komutanlığı Hizası,38.3099,27.17403,1,1.29
Şair Eşref bulvarı,Montrö Meydanı,38.42844,27.14141,1,0
Mehmet Akif Caddesi,Buca Köprü Öncesi,38.39281,27.14959,1,1.95
Kıbrıs Caddesi,Hasanağa Parkı Hizası,38.38362,27.17719,1,0.19
Mürselpaşa Bulvarı,Basmane Gar Hizası,38.42397,27.14471,1,0.12
Halide Edip Adıvar Caddesi,Osman Öksüz Parkı Sonrası,38.40367,27.12328,1,0.01
Mithatpaşa Caddesi,Mithatpaşa Alt Geçit İçi,38.3419,26.77037,1,0
Sarnıç yolu,Sarnıç Köprü Üstü,38.31154,27.14452,1,0.06
Yeşildere Caddesi,Gaziler Caddesi Katılımı Öncesi,38.41063,27.15508,1,2.94
Halil Rıfat Paşa Caddesi,Bahribaba Otobüs Durakları Hizası,38.41537,27.12828,1,0.09
Altınyol Caddesi,Bayraklı ÜSt geçit Öncesi,38.4471,27.17144,1,1.95
Caher Dudayev Bulvarı,Tay Park Kavşak İçi,38.4751,27.06812,1,0.2
Yeni Girne Bulvarı,Yeni Girne Kavşak İçi,38.49029,27.11477,1,0
Yeşillik Caddesi,Kemer Alt Geçit İçi,38.4021,27.1301,1,2.84
Hasan Ali Yücel Bulvarı,Bostanlı İskele Sonrası,38.45486,27.09682,1,0.02
Önder Caddesi,Gaziemir Belediyesi Hizası,38.3213,27.12694,1,0
Ankara Caddesi,Özkanlar Köprü Üstü,38.45722,27.20501,1,0.32
Ankara Caddesi,Park Bornova Kavşak İçi,38.45816,27.24719,1,0.13
Anadolu Caddesi,Maltepe Kavşağı Öncesi,38.48957,27.06954,1,0.29
Ankara Caddesi,Manavkuyu Ayrımı Öncesi,38.45356,27.19513,1,1.03
Homeros Bulvarı,Gürçeşme Yol Ayrımı Öncesi,38.40404,27.15861,1,0.56
Özmen Caddesi,Çevik Bir Kavşak İçi,38.38323,27.17083,1,0.02
Şair Eşref Bulvarı,Lozan Meydan,38.43102,27.14265,1,0
Mithatpaşa Caddesi,Balçova Kavşağı Öncesi,38.39513,27.05791,1,0.02
Mustafa Kemal Sahil Bulvarı,Güzelyalı Tramvay Durağı Öncesi,38.39849,27.0848,1,0.01
Menderes Caddesi,Buca Heykel Kavşak İçi,38.389,27.17029,1,0.63
Yeşildere Caddesi,Tarihi su Kemerleri Hizası,38.40884,27.14858,1,0
altınyol Caddesi,Bayraklı Belediyesi Hizası,38.4471,27.17144,1,1.95
Atatürk Caddesi,Hava Teknik Okulları Komutanlığı Öncesi,38.29776,27.17618,1,0.3
Gaziler Caddesi,Boğaziçi Kavşak İçi,38.42435,27.16786,1,0.48
Fevzipaşa Bulvarı,Çankaya Metro Durağı Sonrası,38.42249,27.136,1,0
Ankara Caddesi,Ege Üniversitesi Hastanesi Öncesi,38.45829,27.20983,1,0.07
Anadolu Caddesi,Alaybey Ayrımı,38.46588,27.1306,1,0.71
Girne Bulvarı,Yeni Girne Kavşağı Sonrası,38.47033,27.11194,1,0.66
Yeni Girne Bulvarı,Yeni Girne Pazaryeri Sonrası,38.47697,27.11564,1,0.01
Eşrefpaşa Caddesi,Eşrefpaşa Polis Karakolu Hizası,38.4089,27.12877,1,0
Üniversite Caddesi,Ege Üniversitesi Viyadük Üstü,38.45837,27.21615,1,1.11
Gazi Osman Paşa bulvarı,Çankaya Kavşak İçi,38.42346,27.13757,1,0.01
Eşrefpaşa Caddesi,İkiçeşmelik Hizası,38.41432,27.1342,1,0
Eşrefpaşa Caddesi,Yağhaneler Kavşağı Öncesi,38.40203,27.12938,1,0.43
Fatih Caddesi,Stadyum Metro Sonrası,38.44234,27.18017,1,0.04
Gaziosmanpaşa Bulvarı,Çankaya Kavşak İçi,38.42346,27.13757,1,0.01
Fevzipaşa Bulvarı,Basmane Gar Hizası,38.42256,27.14308,1,0.06
Akçay Caddesi,Aktepe Çıkışı,38.35286,27.13357,1,0.02
Anadolu Caddesi,Soğukkuyu Yaya Üst Geçit Sonrası,38.4684,27.12174,1,0.6
Mustafa Kemal Sahil Bulvarı,Güzelyalı KAvşağı Sonrası,38.39849,27.0848,1,0.01
Caher Dudayev Bulvarı,Bilim Müzesi Sonrası,38.47414,27.08221,1,0.01
Kamil Tunca bulvarı,Kartal Durağı Öncesi,38.43231,27.19065,1,0
Gaziler Caddesi,Ege Vergi Dairesi Hizası,38.42266,27.15517,1,0.8
Fevzi Paşa Bulvarı,Tuğba Kuruyemiş Hizası,38.42248,27.13116,1,0.46
Gaziler Caddesi,Basmane Gar hizası,38.42226,27.14481,1,0
Anadolu Caddesi,Adliye Üst Geçit Öncesi,38.44921,27.17233,1,0.67
Konak Tüneli,Konak Tüneli Sonrası,38.41576,27.12754,1,0.11
Mehmet Akif Caddesi,Yeşildere Katılımı Öncesi,38.39412,27.14027,1,1.53
Fevzi Paşa Bulvarı,Basmane Gar hizası,38.42256,27.14308,1,0.06
Girne Bulvarı,Lunapark Kavşak İçi,38.46283,27.10841,1,0.19
Cemal Gürsel Caddesi,Karşıyaka Atatürk Anıtı Hizası,38.45566,27.12088,1,0.11
Anadolu Caddesi,Naldöken Köprü SÖncesi,38.46651,27.12936,1,0.01
Akçay Caddesi,Gaziemir Alt Geçit Öc,38.32582,27.13665,1,0.29
Yalı Bulvarı,Tersane Öncesi,38.46269,27.12808,1,0.01
Şair Eşref Bulvarı,Lozan Kavşağı Öncesi,38.43102,27.14265,1,0
Mustafa Kemal Sahil Bulvarı,Göztepe Tramvay Durağı Öncesi,38.4003,27.09155,1,0.01
Şehitler Caddesi,Halkapınar Köprüsü Sonrası,38.43406,27.16854,1,0.08
Anadolu Caddesi,Turan Bayraklı Çıkışı,38.46735,27.14962,1,0.01
Gaziler Caddesi,Kemer Alt Geçit İ,38.42223,27.1504,1,0
İnönü caddesi,Poligon Metro Hizası,38.39326,27.08483,1,0
Akçay Caddesi,Zafer Payzın Köprü Öncesi,38.33759,27.13368,1,2.46
Caher Dudayev Bulvarı,Atakent Tramvay Durağı Hizası,38.46772,27.08771,1,0.01
Cemal Gürsel Caddesi,Bostanlı İskele Hizası,38.45699,27.09832,1,0.01
Cumhuriyet Bulvarı,Karşıyaka Atatürk Anıtı Hizası,38.44172,27.14362,1,2.58
Anadolu Caddesi,Şemikler Köprü Öncesi,38.4779,27.09604,1,0.28
Anadolu Caddesi,Alaybey Çıkışı,38.46588,27.1306,1,0.71
Kamil Tunca Bulvarı,Kartal Durak Hizası,38.43231,27.19065,1,0
Fevzipaşa Bulvarı,Çankaya Metro Hizası,38.42249,27.136,1,0
Akçay Caddesi,Gaziemir Alt Geçit Öm,38.32582,27.13665,1,0.29
